CC(=O)CCCCn1c(=O)n(C)c2ncn(C)c2c1=O	CHEMBL628
CSCC[C@@H](NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CCC(N)=O)NC(=O)[C@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](CC(O)=O)NC(=O)[C@@H](CCC(N)=O)NC(=O)[C@@H](C)NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@@H](CO)NC(=O)[C@@H](CC(O)=O)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1ccc(O)cc1)NC(=O)[C@@H](CCCCN)NC(=O)[C@@H](CO)NC(=O)[C@@H](Cc1ccc(O)cc1)NC(=O)[C@@H](CCC(O)=O)NC(=O)[C@@H](CO)NC(=O)[C@H](NC(=O)[C@@H](Cc1ccc(O)cc1)NC(=O)[C@H](NC(=O)CNC(=O)[C@@H](CCC(N)=O)NC(=O)[C@H](N)CO)[C@H](C)O)[C@H](C)O)C(C)C)C(=O)N[C@H](CC(N)=O)C(=O)N[C@H]([C@H](C)O)C(N)=O	CHEMBL267885
CSCC[C@@H](NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CCC(N)=O)NC(=O)[C@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](CC(O)=O)NC(=O)[C@@H](CCC(N)=O)NC(=O)[C@@H](C)NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@@H](CO)NC(=O)[C@@H](CC(O)=O)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1ccc(O)cc1)NC(=O)[C@@H](CCCCN)NC(=O)[C@@H](CO)NC(=O)[C@@H](Cc1ccc(O)cc1)NC(=O)[C@@H](CCC(O)=O)NC(=O)[C@@H](CO)NC(=O)[C@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](NC(=O)[C@@H](CCC(N)=O)NC(=O)[C@H](N)CO)[C@H](C)O)[C@H](C)O)C(C)C)C(=O)N[C@H](CC(N)=O)C(=O)N[C@H]([C@H](C)O)C(N)=O	CHEMBL411289
CSCC[C@@H](NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CCC(N)=O)NC(=O)[C@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](CC(O)=O)NC(=O)[C@@H](CCC(N)=O)NC(=O)[C@@H](C)NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@@H](CO)NC(=O)[C@@H](CC(O)=O)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1ccc(O)cc1)NC(=O)[C@@H](CCCCN)NC(=O)[C@@H](CO)NC(=O)[C@@H](Cc1ccc(O)cc1)NC(=O)[C@@H](CCC(O)=O)NC(=O)[C@@H](CO)NC(=O)[C@H](NC(=O)[C@@H](C)NC(=O)[C@H](NC(=O)CNC(=O)[C@@H](CCC(N)=O)NC(=O)[C@H](N)CO)[C@H](C)O)[C@H](C)O)C(C)C)C(=O)N[C@H](CC(N)=O)C(=O)N[C@H]([C@H](C)O)C(N)=O	CHEMBL437095
CSCC[C@@H](NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CCC(N)=O)NC(=O)[C@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](CC(O)=O)NC(=O)[C@@H](CCC(N)=O)NC(=O)[C@@H](C)NC(=O)[C@@H](CCCN=C(N)N)NC(=O)[C@@H](CCCN=C(N)N)NC(=O)[C@@H](CO)NC(=O)[C@@H](CC(O)=O)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1ccc(O)cc1)NC(=O)[C@@H](CCCCN)NC(=O)[C@@H](CO)NC(=O)[C@@H](Cc1ccc(O)cc1)NC(=O)[C@@H](CCC(O)=O)NC(=O)[C@@H](CO)NC(=O)[C@H](NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](NC(=O)CNC(=O)[C@@H](CCC(N)=O)NC(=O)[C@H](N)CO)[C@H](C)O)[C@H](C)O)C(C)C)C(=O)N[C@H](CC(N)=O)C(=O)N[C@H]([C@H](C)O)C(N)=O	CHEMBL442499
Brc1cccc(c1)-c1c[nH]c(SCCc2cnc[nH]2)n1	CHEMBL86458
NC(=O)c1cccc(c1)-c1c[nH]c(SCCc2cnc[nH]2)n1	CHEMBL313987
O=S(=O)(Oc1ccc(cc1)-c1c[nH]c(SCCc2cnc[nH]2)n1)c1ccccc1	CHEMBL88048
Clc1ccc(cc1)-c1c[nH]c(SCCc2cnc[nH]2)n1	CHEMBL314614
CN(C)c1ccc(cc1)-c1c[nH]c(SCCc2cnc[nH]2)n1	CHEMBL87200
CCCCOc1ccc(cc1)-c1c[nH]c(SCCc2cnc[nH]2)n1	CHEMBL85635
C(Cc1cnc[nH]1)Sc1nc(c[nH]1)-c1ccccc1	CHEMBL83287
[O-][N+](=O)c1cccc(c1)-c1c[nH]c(SCCc2cnc[nH]2)n1	CHEMBL87911
NC(=O)c1ccc(cc1)-c1c[nH]c(SCCc2cnc[nH]2)n1	CHEMBL421350
[O-][N+](=O)c1ccc(cc1)-c1c[nH]c(SCCc2cnc[nH]2)n1	CHEMBL88051
CCCCCCCCCCCCCCCC(=O)Oc1ccc(C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCNC(N)=N)NC(=O)CNC)C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2cnc[nH]2)C(=O)N2CCC[C@H]2C(=O)N[C@H](Cc2ccccc2)C(O)=O)cc1	CHEMBL415157
CCCCCCCCCCCCCCCC(=O)Oc1ccc(C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCNC(N)=N)NC(=O)CNC)C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2cnc[nH]2)C(=O)N2CCC[C@H]2C(=O)N[C@H](Cc2ccc3ccccc3c2)C(O)=O)cc1	CHEMBL384349
CNCC(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@H]1C(=O)N[C@H](Cc1ccc2ccccc2c1)C(O)=O	CHEMBL268804
CC(C)[C@H](NC(=O)[C@H](CCCNC(N)=N)NC(=O)CCO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@H]1C(=O)N[C@H](Cc1ccccc1)C(O)=O	CHEMBL411624
CC(C)[C@H](NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@H]1C(=O)N[C@H](Cc1cccc2ccccc12)C(O)=O	CHEMBL264230
CCCn1nc(c(C(O)=O)c1Cc1ccc(cc1)-c1ccccc1-c1nnn[nH]1)C(C)(C)C	CHEMBL152106
CC(O)C(NC(C)=O)C(=O)N[C@H](Cc1cc2ccccc2n1C(C)=O)C(=O)NC(Cc1ccccc1)C(=O)N(C)Cc1ccccc1	CHEMBL156186
CC(O)C(NC(C)=O)C(=O)N[C@H](Cc1cc2ccccc2n1C(C)=O)C(=O)NC(Cc1ccccc1)C(=O)N(C)C(C)c1ccccc1	CHEMBL157858
CC(O)C(NC(C)=O)C(=O)N[C@H](Cc1cc2ccccc2n1C(C)=O)C(=O)N1C2CCCCC2CC1C(=O)N(C)Cc1ccccc1	CHEMBL156128
CN1C2CCC1C(C2)c1ccc(F)cc1	CHEMBL134418
CN1C2CCC1C(C2)c1ccc(Br)cc1	CHEMBL337276
Fc1ccc(cc1)C1CC2CCC1N2	CHEMBL336118
CN1C2CCC1C(C2)c1ccc(Cl)cc1	CHEMBL134341
Clc1ccc(cc1)C1CC2CCC1N2	CHEMBL135897
CCN1C2CCC1C(C2)c1ccc(Cl)cc1	CHEMBL335204
Brc1ccc(cc1)C1CC2CCC1N2	CHEMBL135684
COc1cc2nc(nc(N)c2cc1OC)N(C)CCSSCCN(C)C(=O)c1ccc(CN(C)C)o1	CHEMBL146601
COc1cc2nc(nc(N)c2cc1OC)N(C)CCCCCCN(C)C(=O)c1cccc(CN)c1	CHEMBL357669
COc1cc2nc(nc(N)c2cc1OC)N(C)CCCCCCN(C)C(=O)c1ccccc1CN(C)C	CHEMBL146724
COc1cc2nc(nc(N)c2cc1OC)N(C)CCCCCCN(C)C(=O)c1ccc(CN2CCSC2)cc1	CHEMBL144768
COc1cc2nc(nc(N)c2cc1OC)N(C)CCCCCCN(C)C(=O)c1ccco1	CHEMBL27013
COc1cc2nc(nc(N)c2cc1OC)N(C)CCCCCCN(C)C(=O)c1ccccc1	CHEMBL144224
CNCCCCCCN(C)Cc1cccc(c1)C(=O)N(C)CCCCCCN(C)c1nc(N)c2cc(OC)c(OC)cc2n1	CHEMBL144000
COc1cc2nc(nc(N)c2cc1OC)N(C)CCSSCCN(C)C(=O)c1ccc(CCl)o1	CHEMBL145181
COc1cc2nc(nc(N)c2cc1OC)N(C)CCCCCCN(C)C(=O)c1ccc(CCl)cc1	CHEMBL358060
COc1cc2nc(nc(N)c2cc1OC)N(C)CCCCCCN(C)C(=O)c1ccc(CCl)o1	CHEMBL144238
CNCCCCCCN(C)Cc1ccc(cc1)C(=O)N(C)CCCCCCN(C)c1nc(N)c2cc(OC)c(OC)cc2n1	CHEMBL138681
COc1cc2nc(nc(N)c2cc1OC)N(C)CCCCCCN(C)C(=O)c1ccccc1CNCCCCCCN	CHEMBL144776
COc1cc2nc(nc(N)c2cc1OC)N(C)CCCCCCN(C)C(=O)c1ccc(CN(C)C)cc1	CHEMBL144263
COc1cc2nc(nc(N)c2cc1OC)N(C)CCCCCCN(C)C(=O)c1ccc(CN(C)C)o1	CHEMBL342997
COc1cc2nc(nc(N)c2cc1OC)N(C)CCCCCCN(C)C(=O)c1ccccc1CCl	CHEMBL144677
COc1cc2nc(nc(N)c2cc1OC)N(C)CCSSCCN(C)C(=O)c1ccco1	CHEMBL29591
COc1cc2nc(nc(N)c2cc1OC)N(C)CCCCCCN(C)C(=O)c1cccc(CCl)c1	CHEMBL145384
COc1cc2nc(nc(N)c2cc1OC)N(C)CCCCCCN(C)C(=O)c1cccc(CN2CCSC2)c1	CHEMBL148061
COc1cc2nc(nc(N)c2cc1OC)N(C)CCCCCCN(C)C(=O)c1cccc(CN(C)C)c1	CHEMBL341665
N[C@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCCCCCCCCCCC(=O)N[C@@H](CO)C(=O)N[C@H](C1Cc2ccccc2C1)C(=O)N1[C@H](C[C@H]2CCCC[C@@H]12)C(O)=O	CHEMBL337833
N[C@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(=O)NC1(CCCCCC1)C(=O)NCC(=O)N[C@@H](CO)C(=O)N1Cc2ccccc2C[C@@H]1C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(O)=O	CHEMBL218454
N[C@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)NC1(CCCCCC1)C(=O)N[C@@H](CO)C(=O)N1Cc2ccccc2C[C@@H]1C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(O)=O	CHEMBL339389
CC[C@H](C)[C@H](NC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CCCCN)NC(C)=O)C(O)=O	CHEMBL410363
N[C@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCCCC(=O)NC1(CCCCCC1)C(=O)NCCCC(=O)N[C@@H](CO)C(=O)N1Cc2ccccc2C[C@@H]1C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(O)=O	CHEMBL405644
NCCCC[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)N1CC(O)C[C@H]1C(=O)NCC(=O)N[C@@H](C1Cc2ccccc2C1)C(=O)N[C@@H](CO)C(=O)N[C@H](C1Cc2ccccc2C1)C(=O)N1C(C[C@@H]2CCCC[C@H]12)C(O)=O	CHEMBL410358
N[C@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCCCCCCCCCCC(=O)N[C@@H](CO)C(=O)N[C@H](C1Cc2ccccc2C1)C(=O)N1[C@@H](C[C@@H]2CCCC[C@H]12)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O	CHEMBL384846
NCCCC[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCCCCCCCCCCC(=O)N[C@@H](CO)C(=O)N[C@H](C1Cc2ccccc2C1)C(=O)N1[C@H](C[C@@H]2CCCC[C@H]12)C(O)=O	CHEMBL265814
N[C@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)NC1(CCCCCCCC1)C(=O)N[C@@H](CO)C(=O)N1Cc2ccccc2C[C@@H]1C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(O)=O	CHEMBL133164
CC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCCCCCCCCCCC(=O)N[C@@H](CO)C(=O)N1Cc2ccccc2C[C@@H]1C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(O)=O	CHEMBL130222
NCCCC[C@H](N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCCCCCCCCCCC(=O)N[C@@H](CO)C(=O)N1Cc2ccccc2C[C@@H]1C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(O)=O	CHEMBL334538
CC[C@H](C)[C@H](NC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(=O)[C@H](CO)NC(=O)CCCCCCCCCCNC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CCCCN)NC(C)=O)C(O)=O	CHEMBL339159
N[C@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCCCCCCCCCCCC(=O)N[C@@H](CO)C(=O)N1Cc2ccccc2C[C@@H]1C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(O)=O	CHEMBL264517
NCCCC[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCCCCCCCCCCC(=O)N[C@@H](CO)C(=O)N1Cc2ccccc2C[C@@H]1C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(O)=O	CHEMBL385081
N[C@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)N1CC(O)C[C@H]1C(=O)NCC(=O)N[C@@H](C1Cc2ccccc2C1)C(=O)N[C@@H](CO)C(=O)N[C@H](C1Cc2ccccc2C1)C(=O)N1C(C[C@@H]2CCCC[C@H]12)C(=O)N[C@H](CCCNC(N)=N)C(O)=O	CHEMBL384857
N[C@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)NC1(CCCCCCC1)C(=O)N[C@@H](CO)C(=O)N1Cc2ccccc2C[C@@H]1C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(O)=O	CHEMBL131647
N[C@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)N1C[C@H](O)C[C@H]1C(=O)NCC(=O)N[C@@H](Cc1cccs1)C(=O)C[C@@H](CO)C(=O)N1Cc2ccccc2C[C@@H]1C(=C)N1[C@H]2CCCC[C@H]2C[C@H]1C(O)=O	CHEMBL1793829
N[C@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCCC(=O)NC1(CCCCCC1)C(=O)NCCC(=O)N[C@@H](CO)C(=O)N1Cc2ccccc2C[C@@H]1C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(O)=O	CHEMBL266975
N[C@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)NC1(CCCCC1)C(=O)N[C@@H](CO)C(=O)N1Cc2ccccc2C[C@@H]1C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(O)=O	CHEMBL133560
N[C@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCCCCCCCC(=O)N[C@@H](CO)C(=O)N1Cc2ccccc2C[C@@H]1C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(O)=O	CHEMBL335247
N[C@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCCCCCCCCCCC(=O)N[C@@H](CO)C(=O)N1Cc2ccccc2C[C@@H]1C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(O)=O	CHEMBL424272
N[C@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCCCCCC(=O)N[C@@H](CO)C(=O)N1Cc2ccccc2C[C@@H]1C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(O)=O	CHEMBL134135
CN1C[C@H](COC(=O)C2CCCCCC2)C=C2[C@H]1Cc1c[nH]c3cccc2c13	CHEMBL157648
CC(C)n1cc2C[C@@H]3[C@H](C[C@@H](COC(=O)C4CC4)CN3C)c3cccc1c23	CHEMBL347660
CN1CC(COC(=O)C2CCCCC2)=C[C@H]2[C@H]1Cc1c[nH]c3cccc2c13	CHEMBL158729
CN1CC(COC(=O)C2CCCC2)=C[C@H]2[C@H]1Cc1c[nH]c3cccc2c13	CHEMBL160469
CC(C)n1cc2C[C@@H]3[C@H](C=C(COC(=O)C4CCCC4)CN3C)c3cccc1c23	CHEMBL348936
CN1CC(COC(=O)C2CCC2)=C[C@H]2[C@H]1Cc1c[nH]c3cccc2c13	CHEMBL351362
CC(C)n1cc2C[C@H]3N(C)C[C@H](CO)C=C3c3cccc1c23	CHEMBL161368
CC(C)n1cc2C[C@@H]3[C@H](C=C(COC(=O)C4CCC4)CN3C)c3cccc1c23	CHEMBL348055
CC(C)n1cc2C[C@@H]3[C@H](C[C@@H](COC(=O)C4CCC4)CN3C)c3cccc1c23	CHEMBL345374
CC(C)n1cc2C[C@@H]3[C@H](C[C@@H](COC(=O)C4CCCC4)CN3C)c3cccc1c23	CHEMBL158836
CC(C)n1cc2C[C@@H]3[C@H](C=C(CO)CN3C)c3cccc1c23	CHEMBL349405
CO[C@H]1CC[C@@H](CC1)C(=O)OCC1=C[C@H]2[C@@H](Cc3c[nH]c4cccc2c34)N(C)C1	CHEMBL346565
CC(C)n1cc2C[C@H]3N(C)C[C@H](COC(=O)C4CC4)C=C3c3cccc1c23	CHEMBL158155
CC(C)n1cc2C[C@H]3N(C)C[C@H](COC(=O)C4CCCCCC4)C=C3c3cccc1c23	CHEMBL160294
CO[C@H]1CC[C@@H](CC1)C(=O)OCC1=C[C@H]2[C@@H](Cc3cn(C(C)C)c4cccc2c34)N(C)C1	CHEMBL434841
CC(C)n1cc2C[C@@H]3[C@H](C[C@@H](COC(=O)C4CCCCCC4)CN3C)c3cccc1c23	CHEMBL434079
CN1C[C@H](COC(=O)C2CCCC2)C=C2[C@H]1Cc1c[nH]c3cccc2c13	CHEMBL433689
CN1C[C@H](COC(=O)C2CCC2)C=C2[C@H]1Cc1c[nH]c3cccc2c13	CHEMBL347450
CC(C)n1cc2C[C@H]3N(C)C[C@H](COC(=O)C4CCC4)C=C3c3cccc1c23	CHEMBL346727
CC(C)n1cc2C[C@@H]3[C@H](C=C(C)CN3C)c3cccc1c23	CHEMBL273756
CC(C)n1cc2C[C@H]3N(C)C[C@H](COC(=O)C4CCCCC4)C=C3c3cccc1c23	CHEMBL160354
CN1CC(COC(=O)C2CCCCCC2)=C[C@H]2[C@H]1Cc1c[nH]c3cccc2c13	CHEMBL160721
CC(C)n1cc2C[C@@H]3[C@H](C=C(COC(=O)C4CCCCC4)CN3C)c3cccc1c23	CHEMBL159165
CC(C)n1cc2C[C@@H]3[C@H](C=C(COC(=O)C4CCCCCC4)CN3C)c3cccc1c23	CHEMBL160158
CC(C)n1cc2C[C@@H]3[C@H](C[C@@H](CO)CN3C)c3cccc1c23	CHEMBL161046
CC(C)n1cc2C[C@@H]3[C@H](C[C@@H](COC(=O)C4CCCCC4)CN3C)c3cccc1c23	CHEMBL160593
CN1C[C@H](COC(=O)C2CC2)C=C2[C@H]1Cc1c[nH]c3cccc2c13	CHEMBL160946
CN1C[C@H](COC(=O)C2CCCCC2)C=C2[C@H]1Cc1c[nH]c3cccc2c13	CHEMBL348875
CN1C[C@H](CO)C=C2[C@H]1Cc1c[nH]c3cccc2c13	CHEMBL39947CHEMBL160976
CC(C)n1cc2C[C@@H]3[C@H](C[C@@H](C)CN3C)c3cccc1c23	CHEMBL158938
CC(C)n1cc2C[C@H]3N(C)C[C@H](COC(=O)C4CCCC4)C=C3c3cccc1c23	CHEMBL160821
[O-][N+](=O)c1ccc(OCCCN2CCC(CC2)Nc2nc3ccccc3s2)cc1	CHEMBL80253
CC(N=O)c1ccc(OCCCc2cnc[nH]2)c(C)c1	CHEMBL326624
CCC(N=O)c1ccc(OCCCc2cnc[nH]2)cc1	CHEMBL420124
NC(=O)c1ccc(OCCCc2cnc[nH]2)cc1	CHEMBL112099
CC(=NNC(N)=O)c1ccc(OCCCc2cnc[nH]2)cc1	CHEMBL112681
CC(O)c1ccc(OCCCc2cnc[nH]2)cc1	CHEMBL112676
NNC(=O)c1ccc(OCCCc2cnc[nH]2)cc1	CHEMBL113404
CO\N=C(/C)c1ccc(OCCCc2cnc[nH]2)cc1	CHEMBL112753
CC(NO)c1ccc(OCCCc2cnc[nH]2)cc1	CHEMBL322481
CC(N=O)c1ccc(OCCCc2cnc[nH]2)cc1C	CHEMBL115091
CCCCCC(N=O)c1ccc(OCCCc2cnc[nH]2)cc1	CHEMBL112629
O=NC(C1CC1)c1ccc(OCCCc2cnc[nH]2)cc1	CHEMBL116270CHEMBL80348
O=NCc1ccc(OCCCc2cnc[nH]2)cc1	CHEMBL326081
O=C(N1CCCC1)c1ccc(OCCCc2cnc[nH]2)cc1	CHEMBL115169
CCCC(N=O)c1ccc(OCCCc2cnc[nH]2)cc1	CHEMBL112301
CC(N=O)c1ccc(OCCCc2cnc[nH]2)cc1	CHEMBL114085
COC(=O)c1ccc(OCCCc2cnc[nH]2)cc1	CHEMBL112670
Nc1cccc(CCc2ccc(cc2)C(=O)NC[C@H](NS(=O)(=O)c2ccc(I)cc2)C(O)=O)n1	CHEMBL332914
COc1ccccc1N1CCN(CC2Cc3occc3C(=O)C2)CC1	CHEMBL358895
Fc1ccc(cc1)C(=O)CCCN1CCN(CC2Cc3occc3C(=O)C2)CC1	CHEMBL142668
O=C1CC(CN2CCN(CC2)c2ccccn2)Cc2occc12	CHEMBL143937
Fc1ccc(cc1)C(=O)C1CCN(CC2Cc3occc3C(=O)C2)CC1	CHEMBL143022
Fc1ccc2c(noc2c1)C1CCN(CC2Cc3occc3C(=O)C2)CC1	CHEMBL143027
O=C1CC(CN2CCN(CC2)c2ncccn2)Cc2occc12	CHEMBL357517
Fc1ccc(cc1)C(=O)CCCCN1CCN(CC2Cc3occc3C(=O)C2)CC1	CHEMBL142316
NCCc1cnc(CCCCC(c2ccccc2)c2ccccc2)[nH]1	CHEMBL274767
C(Cc1cnc(CCC(c2ccccc2)c2ccccc2)[nH]1)NC1CC1	CHEMBL274831
CCNCCc1cnc(CCC(c2ccccc2)c2ccccc2)[nH]1	CHEMBL11515
C(Cc1ncc(CCN2CCCC2)[nH]1)C(c1ccccc1)c1ccccc1	CHEMBL11879
Ic1ccc(CNC(=S)N2CCC(CC2)c2cnc[nH]2)cc1	CHEMBL442958
Ic1ccccc1CNC(=S)N1CCC(CC1)c1cnc[nH]1	CHEMBL50873
Clc1ccc(CNC(=S)N2CCC(CC2)c2cnc[nH]2)cc1	CHEMBL412882
Cc1ccccc1CNC(=S)N1CCC(CC1)c1cnc[nH]1	CHEMBL48207
Fc1ccc(CNC(=S)N2CCC(CC2)c2cnc[nH]2)cc1	CHEMBL50869
Clc1cccc(CNC(=S)N2CCC(CC2)c2cnc[nH]2)c1	CHEMBL48528
Fc1ccccc1CNC(=S)N1CCC(CC1)c1cnc[nH]1	CHEMBL443213
Brc1ccccc1CNC(=S)N1CCC(CC1)c1cnc[nH]1	CHEMBL51309
Ic1cccc(CNC(=S)N2CCC(CC2)c2cnc[nH]2)c1	CHEMBL300012
Fc1cccc(CNC(=S)N2CCC(CC2)c2cnc[nH]2)c1	CHEMBL49554
S=C(NCc1ccccc1)N1CCC(CC1)c1cnc[nH]1	CHEMBL50868
Brc1ccc(CNC(=S)N2CCC(CC2)c2cnc[nH]2)cc1	CHEMBL301712
CC(C)(C)c1ccccc1CNC(=S)N1CCC(CC1)c1cnc[nH]1	CHEMBL48724
Clc1ccccc1CNC(=S)N1CCC(CC1)c1cnc[nH]1	CHEMBL45027
Brc1cccc(CNC(=S)N2CCC(CC2)c2cnc[nH]2)c1	CHEMBL288757
C(CCc1ccccc1)Cc1cnc[nH]1	CHEMBL296450
C(Cc1cnc[nH]1)C1CCNCC1	CHEMBL150701
Clc1ccc(Cc2noc(CCCc3cnc[nH]3)n2)cc1	CHEMBL45056
Ic1ccc(COCCCc2cnc[nH]2)cc1	CHEMBL19010
S=C(NC1CCCCC1)N1CCC(CC1)c1cnc[nH]1	CHEMBL260374
O=C(NCCCc1cnc[nH]1)NC1CCCCC1	CHEMBL45342
C[C@H](NC(=O)c1c(CN2CCC(CC2)N2CCCCC2)c(nc2ccccc12)-c1ccccc1)C1CCCCC1	CHEMBL47739
CNC(=O)NCc1ccc(C[C@@H](NC(=O)[C@H](Cc2ccc(NC(=O)[C@H]3CC(=O)NC(=O)N3)cc2)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc2cccnc2)NC(=O)[C@@H](Cc2ccc(Cl)cc2)NC(=O)[C@@H](Cc2ccc3ccccc3c2)NC(C)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@H](C)C(N)=O)cc1	CHEMBL414249
CCNC(NCCCC[C@@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc1cccnc1)NC(=O)[C@@H](Cc1ccc(Cl)cc1)NC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(C)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCNC(NCC)=NCC)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O)=NCC	CHEMBL1251
